Question,Answer,Category
حرق +ة في وسط ال+ بطن تكاد تكون على كامل ال+ بطن تزداد عند ال+ تغوط أو ال+ جوع تصل الى أسفل ال+ ظهر و أشعر ب+ ال+ تعرق عند ال+ ألم,ال+ أسباب كثير +ه و+ متنوع +ه و+ ال+ فحص ال+ سريري مهم علي +ك مراجع +ة طبيب +ك ل+ توجيه +ك ل+ ال+ تخصص ال+ معني أو طبيب باطني و+ حسب ال+ فحص يتم طلب تصوير أو تحليل ل+ ال+ دم و+ ال+ بول,أمراض العضلات والعظام و المفاصل
بعد خروج ال+ سائل ال+ منوي من قضيب +ي و+ انزال +ه ب+ ال+ كامل يرجع يقذف بعد ما اغتسل هل هناك مشكل +ة في ذلك,لا يوجد مشكل +ة ، يمكن +ك متابع +ة ال+ عملي +ة و+ تأخير ال+ اغتسال ! !,الصحة الجنسية
ماهو علاج بطان +ة ال+ رحم ال+ رقيق +ة و ذلك ب+ سبب دواء اورغامتغيل,ب+ أخذ بروجيستون,أمراض نسائية
بعد نزول دم غير طبيعى و+ بعد اجراء ف+ حصى ب+ ال+ اكودكرافي +ة اتضح وجود ب+ وليب في ال+ رحم 2 سم اعطانى حبوب منع ال+ حمل ل+ اقاف ال+ دم و+ بعد ب 10 أيام نزل دم هل يمكن نزل . .,ال+ بوليب علاج +ه ال+ ازال +ة,أمراض نسائية
الم مفاجأ +ة كل عشر دقائق في أسفل ال+ رأس من ال+ جهه ال+ يسار خلف مثل ضرب +ه كهرباء أو نغز +ه ماهو سبب ؟,قد يكون من ال+ فقر +ات ال+ علوي +ة ل+ ال+ رقب +ة ناتج عن شد عضلي شديد أو ضغط غضروفي ل+ ال+ أعصاب ال+ رقب +ة . ينصح ب+ عمل أشع +ة ل+ ال+ رقب +ة مبدئي +ا ، و+ ساد +ة مريح +ة ، أخذ مسكن ل+ ال+ ألم ، و مرخي ل+ عضل +ات ال+ رقب +ة,الأمراض العصبية
عزباء 22 من يوم +ي صغير +ه ال+ كل لاحظ علي وقت ال+ حزن اضحك يعني شخص ميت و+ ب+ ال+ عزاء و+ ال+ ناس تبكي أنا ابتسم تجيني ضحك +ه مو اضحك ب+ صوت عالي لا بس ابتسم ابتسام +ت +ي كبيرع . .,ال+ معلوم +ات الي ذكرتيها ليس +ت كافي +ة ل+ ال+ تقيم نحتاج معلوم +ات و+ تفاصيل أكثر هل في أعراض نفسي +ة مصاحب +ة ؟ كيف بدأ +ت ال+ حال +ة ؟ هل سبق ال+ حال +ة فتر +ة حزن ؟,أمراض نفسية
اسبيجيك ل+ ال+ حامل في شهر +ها ال+ أول هل هو مضر ل+ ال+ بيبي أرجو ال+ رد الان و+ شكا ل+ +كم تحي +ات +ي,لا . . غير مضر,أمراض نسائية
كيف اجع قضيب +ي أطول,طول ال+ قضيب مابين 8 الي 18 سم حاول تنزل و+ زنك,الأمراض الجنسية
لو أنا بضعط على منطق +ة ال+ عانه ب+ رجلى و+ أنا قاعد +ه ده يبقى عاد +ة سري +ه أو ب+ ياثر على ال+ بكاره خصوص +ا انى ب+ ضغط ب+ كعب رجلى جامد على ال+ منطقه دى,لا يؤثر علي غشاء ال+ بكاره,أمراض نسائية
ال+ سلام علي +كم قبل 11 يوم أخذ +ت ابر +ه تفجيري +ة 5000 عمل +ت تحليل رقمي و+ هذا ال+ تحليل هل يدب على وجود حمل ام لا ؟,لا . . لا يوجد حمل حتى الآن . . انتظر +ي و+ كرر +ي ال+ فحص بعد 4 أيام,أمراض نسائية
إزرقاء أسفل رأس ال+ قضيب في ال+ نهار و إختفاء شبه تام لإزرقاء في ال+ ليل مع عدم انغلاق ب+ إحكام ل+ ال+ قضيب ( urithera ),على ال+ اغلب ان امور +ك طبيعي +ه تمام +ا و+ لا تحتاج الى اي علاج عمل تحليل مخبر +ي ل+ ال+ بول ل+ ال+ اطمئنان ب+ شكل عام,أمراض المسالك البولية والتناسلية
أنا عمري 25 سن +ة أشعر ب+ ألم و+ برود +ة في ال+ قضيب و+ بعد ذهب +ت الى إخصائي في ال+ جهاز ال+ تناسلي و+ ال+ مسالك ال+ بولي +ة كل شئ جيد برست +ات ال+ كلي +ت +ين ال+ طبيب قال لي احتاج الى فيثامين ب 12,صح +ت +ين ، و+ علي +ك أيض +ا ، ممارس +ة ال+ رياض +ة ال+ يومي +ة و+ ال+ تغذي +ة ال+ متوازن +ة و+ تناول ال+ مكسر +ات و+ ال+ عسل و+ عسل ال+ ملك +ات ، وهذهلائحة ب+ ال+ أطعم +ة التي تساعد على ال+ تخلص من ال+ ضعف ال+ جنسى مثل : ال+ ثوم ، ال+ بصل ، ال+ قمح ، ال+ موز ، ال+ زنجبيل ، حب +ة ال+ برك +ة ، ال+ تمر ، ال+ حلب +ة ، ال+ حمص ، ال+ عدس ، بذر ال+ كتان ، ال+ كاكاو ، ال+ زعفران ، جوز ال+ طيب ، ال+ قرنفل ، ال+ عود ، ال+ كرفس ، ال+ شبت ، ال+ توت ، ال+ أسماك ال+ دهني +ة ، ال+ تفاح .,الصحة الجنسية
حرار +ه شبه شديد +ه مع صداع و+ اجهاد عام و+ الم في عضل +ات خصوص +ا ال+ كتف ^ مع ال+ علم ان مثل ال+ إعراض تأتي عند بذل مجهود مفاجى مثل ال+ ركض نص الى دقيق +ه أو ال+ مشي . .,ال+ حرار +ة و+ ال+ اجهاد ال+ عام تكون ب+ سبب ال+ التهاب +ات ال+ فيروسي +ة أو ال+ بكتيري +ة ل+ ذلك لابد من مراجع +ة ال+ طبيب ل+ تحديد ما اذ +ا كان +ت فيروسي +ة أو بكتيري +ة ال+ التهاب +ات ال+ فيروسي +ة تحتاج اراح +ة ال+ جسم من اي عمل متعب و+ ال+ اكثار من ال+ سوائل و+ خافض حرار +ة مثل ال+ paracetamolاما ال+ التهاب +ات ال+ بكتيري +ة فتحتاج الى مضاد حيوي مناسب ل+ نوع ال+ التهاب,الطب العام
سلام دكتور عند +ي الم في ال+ بطن في نفس ال+ وقت ظهر عند +ي الم فيرالحلق و صعوب +ه في ال+ بلع و قرح +ه صغير +ه اعلي ال+ شفاه,انتظر +ي 10 أيام ان لم تشفي استخدم +ي امضاد حيوي  فيتامين بي,أنف، أذن وحنجرة
زوج +ي عمل تحليل ل+ ال+ سائل ال+ منوي و+ اتضح وجود دوالي ب+ الخصي +ه و+ بعد ال+ تشخيص نسب +ة ال+ حيوان +ات 20 % تم إقرار عملي +ه ب+ ال+ منظار ل+ ال+ دوالي هل بعد ال+ عمليه يحدث حمل ؟ !,ال+ دوالي أحد ال+ أسباب ال+ محير +ة ل+ ال+ اطباء ب+ خصوص ال+ عقم . كثير من ال+ رجال لدي +هم دوالي و+ عند +هم ال+ كثير من ال+ أطفال . و+ أحيان +ا وجود +ها يتصاحب نع قل +ة عدد أو حرك +ة ال+ حيوان +ات ال+ منوي +ة . ال+ عملي +ة لا تضمن ال+ حمل و+ لكن ب+ إذن الله س+ يتحسن ال+ عدد و+ ال+ حرك +ة و+ يحصل ال+ حمل .,أمراض المسالك البولية والتناسلية
هل تؤثر ال+ عاد +ة ال+ سري +ة على تضيق ال+ احليل ال+ بصلي أو عنق ال+ مثان +ة ؟,ليس ب+ ال+ ضرور +ة إذا لم تكن إدمان ، ف+ ال+ إدمان يزيد انقباض ال+ عضل +ات في ال+ حوض ، و+ قد يؤثر في حال +ات مرضي +ة معين +ة .,الصحة الجنسية
ب+ اختصار محتاج ال+ علاج ال+ مناسب ؟ ؟ ال+ ألم في ال+ وجه ب+ أكمل +ه من ال+ جيوب ال+ انفيه و+ الم ف+ ال+ فك و+ ال+ اذن و+ ال+ اسنان و+ حول ال+ عين +ين و+ ال+ أم حول ال+ رقبه شديد +ه ال+ رجاء ال+ رد,ال+ آلام حول ال+ رقبه تحتاج ل+ عمل اشع +ه امامي خلفي و جانب +ي و+ ال+ عرض على طبيب ال+ عظام . اما باقي ال+ شكاوى فيتوجب علي +ك استشار +ه طبيب ال+ أسنان و ال+ رمد و ال+ انف و ال+ اذن,أمراض العضلات والعظام و المفاصل
أعراض تم تشخيص +ها ب+ ال+ قرح +ة ال+ معدي +ة . . تستمر . . و+ أحيان +ا تستجيب ل+ علاج ال+ قرح +ة و+ ل+ فتر +ة من ال+ زمان غيب ثم تعود ال+ إعراض في عدم ال+ قدر +ة على تناول اي نوع من ال+ طعام و ال+ تقيؤ أحيان +ا لا تستجيب,ل+ حال +ت +ك يجب عمل بعض فحوص +ات ال+ دم و يستحسن عمل تنظير ل+ ال+ جهاز ال+ هضمي ال+ علوي .,أمراض الجهاز الهضمي
ال+ شعور ب+ آلام و برود +ة في ال+ مفاصل خاص +ة في ال+ عظم أسفل ال+ ظهر و+ هذا يحصل لي في كل ال+ فصول حتى في ال+ صيف و+ رغم ال+ حرار +ة ! ! أريد ان أعرف سبب هذه ال+ آلام و+ ال+ برود +ة . .,"حال +ت +ك تستدعي ال+ فحص ال+ سريري و+ اجراء بعض ال+ فحوص +ات ال+ مخبري +ة , لابد من مراجع +ة جراح عظام",أمراض العضلات والعظام و المفاصل
عاني منذ فتر +ة طويل +ة من أعراض غريب +ة هي ك+ ال+ تالي : عند ال+ ذهاب ل+ ال+ نوم ، أو ال+ استرخاء ، أشعر ب+ نبض قلب +ي في أماكن مختلف +ة من جسم +ي ، ك+ ال+ رقب +ة و+ ال+ ظهر و+ ال+ بطن ، و+ قد أشعر أحيان +ا ب+ عرق ينبض . .,مرحب +ا ب+ +كم يجب ال+ فحص ال+ سريري ال+ دقيق ب+ واسط +ة متخصص في ال+ أمراض ال+ باطني +ة و+ عمل ال+ تحليل +ات و ال+ إشاع +ات ال+ لازم +ة ل+ ال+ تشخيص ال+ صحيح ل+ معرف +ة ال+ سبب ل+ تحديد طريق +ة ال+ علاج ال+ مناسبه . تحي +ات +ي و تمني +ات +ي ب+ ال+ شفاء ال+ عاجل . واسعدنى تواصل +كم,جراحة العظام
ما سبب نزول نقط ال+ دم خلال استخدام حب ال+ ياسمين ل+ منع ال+ حمل ؟,ال+ تنقيط ال+ دموي أو ال+ نزيف ال+ بيني هو نزول دم خفيف أو متقطع بين فتر +ات ال+ حيض ، و+ يمكن أن يحدث ال+ تنقيط ال+ دموي أثناء استخدام حبوب منع ال+ حمل ل+ أسباب عديد +ة ، ب+ ما في ذلك : ال+ بدء ب+ تناول حبوب منع ال+ حمل ل+ ال+ مر +ة ال+ أولى : من ال+ شائع حدوث ال+ تنقيط ال+ دموي خلال ال+ أشهر ال+ ثلاث +ة ال+ أولى من استخدام حبوب منع ال+ حمل ل+ ال+ مر +ة ال+ أولى ، و+ ذلك ل+ أن ال+ جسم يستغرق بعض ال+ وقت ل+ ال+ تكيف مع ال+ هرمون +ات ال+ جديد +ة . تغيير نوع حبوب منع ال+ حمل : قد يحدث ال+ تنقيط ال+ دموي عند تغيير نوع حبوب منع ال+ حمل ، خاص +ة إذا كان ال+ نوع ال+ جديد يحتوي على نسب +ة أعلى من ال+ بروجستيرون . نسيان تناول حبوب منع ال+ حمل : يمكن أن يؤدي نسيان تناول حبوب منع ال+ حمل إلى حدوث ال+ تنقيط ال+ دموي . ال+ قيء أو ال+ إسهال : يمكن أن يؤدي ال+ قيء أو ال+ إسهال ال+ شديد إلى منع امتصاص ال+ جسم ل+ حبوب منع ال+ حمل ، مما قد يؤدي إلى حدوث ال+ تنقيط ال+ دموي . بعض ال+ أدوي +ة : يمكن أن تتفاعل بعض ال+ أدوي +ة مع حبوب منع ال+ حمل ، مما قد يؤدي إلى حدوث ال+ تنقيط ال+ دموي . ال+ حمل : في حال +ات نادر +ة ، يمكن أن يكون ال+ تنقيط ال+ دموي علام +ة على ال+ حمل . عاد +ة ما يختفي ال+ تنقيط ال+ دموي خلال بضع +ة أشهر من استخدام حبوب منع ال+ حمل ، و+ لكن إذا استمر ال+ تنقيط ال+ دموي ل+ أكثر من ثلاث +ة أشهر ، أو إذا كان غزير +ا ، يجب استشار +ة ال+ طبيب ، و+ فيما يلي بعض ال+ نصائح ل+ تقليل خطر حدوث ال+ تنقيط ال+ دموي أثناء استخدام حبوب منع ال+ حمل : تناول حبوب منع ال+ حمل في نفس ال+ وقت كل يوم . تناول حبوب منع ال+ حمل فور تذكر +ها عند نسيان +ها . ال+ تأكد من عدم تداخل ال+ أدوي +ة ال+ أخرى مع حبوب منع ال+ حمل . ل+ ال+ مزيد : حبوب منع ال+ حمل بين ال+ فوائد و+ ال+ أضرار ال+ محتمل +ة ما أضرار حبوب منع ال+ حمل ؟ و+ هل تسبب ال+ سمن +ة أو ال+ عقم ؟,أمراض نسائية
زوج +ي يبغا يجامعني من ال+ شرج و رفض +ت و الان يبغاني أدخل اصباعي في فتح +ة ال+ شرج خاص +ت +ه حاب +ه أسأل هل هذه علام +ات ل+ شذوذ +ه ال+ جنسي ؟ و+ هل ممكن لو استمري +ت ب+ ال+ رفض راح . .,أدخل ال+ اصبع في فتح +ة ال+ شرج خاص +ت +ه ليس من علام +ات ل+ ال+ شذوذ ال+ جنسي بل يسبب ال+ متعج +ة ب+ سبب تدليك البروستاتا و+ هي نقط +ة جي ال+ ذكوري +ة ! ! أما أن يبعدك ف+ هذا محتمل ، و+ ذلك حسب شخصي +ت +ه و+ مدى رغب +ت +ه ! !,الصحة الجنسية
دكتور هل لمس ال+ مني ب+ ال+ يد ثم تم مسح +ه ب+ ال+ كلينيكس تم تم لمس ال+ مهبل ان يسبب ال+ حمل ؟ ؟ ال+ مرجو ال+ إجاب +ة,غالب +ا لا يسبب ال+ حمل,أمراض نسائية
أنا مسوي خياط +ه ل+ غضروف كتفي هل ال+ خيوط التي تتحلل مع ال+ وقت قوي +ه و+ لا اي حرك +ه ممكن تقطع +ها هل س+ أشعر ب+ ألم اذ +ا تقطع +ت خيوط غضروف كتفي ب+ حرك +ه غلط أو لا,نعم ال+ خيوط قوي +ة و+ كافي +ة ل+ ال+ تئام ال+ جروح و+ تثبيت +ها,أمراض العضلات والعظام و المفاصل
أشعر ب+ ألم و+ خز و+ حرق +ه في عضل +ات ال+ ساق بعد أسبوع من إجراء عملي +ه إزال +ة ديس +ك و+ توسيع ل+ ال+ قنا +ة ال+ عصبي +ة بين ال+ فقر +ة 4 و 5 ال+ ألم يأتي أثناء ال+ جلوس أو ال+ نوم فقط أثناء ال+ مشي أو . .,أتمنى ل+ +ك ال+ سلام +ة ، و+ أود ال+ إشار +ة إلى أن +ه من ال+ ممكن أن تكون ال+ أعراض التي تشعر ب+ +ها في ال+ ساق نتيج +ة ل+ عملي +ة إزال +ة ال+ ديسك و+ توسيع ال+ قنا +ة ال+ عصبي +ة التي أجري +ت +ها ، فقد يكون هناك تهيج ل+ ال+ أعصاب ال+ محيط +ة ب+ ال+ منطق +ة ال+ معالج +ة أو تورم في ال+ أنسج +ة ال+ محيط +ة ب+ +ها ، و+ هذا قد يسبب ال+ ألم و+ ال+ خز و+ ال+ حرق +ة . قد يكون ال+ ألم أكثر شد +ة عند ال+ جلوس أو ال+ نوم ب+ سبب نوع ال+ أعصاب ال+ متأثر +ة ب+ ال+ عملي +ة و+ ال+ تهيج و+ ال+ ضغط ال+ حاصل علي +ها أثناء ال+ جلوس ، أما أثناء ال+ مشي أو ال+ وقوف ، فقد ينخفض ال+ ضغط على ال+ أعصاب و+ ب+ ال+ تالي تتجاوب ال+ أعصاب ب+ شكل أفضل . مع ذلك ، يجب علي +ك استشار +ة ال+ طبيب الذي أجرى ال+ عملي +ة ل+ تقييم ال+ حال +ة ب+ شكل دقيق و+ تحديد ال+ سبب ال+ محتمل ل+ ال+ أعراض التي تشعر ب+ +ها ، ل+ أن +ه في ال+ حال +ات ال+ طبيعي +ة يجب أن لا يستمر هذا ال+ ألم أكثر من عد +ة أيام ، و+ قد يدل استمرار +ه ل+ فتر +ة طويل +ة إلى وجود مشكل +ة تتطلب تدخل طبي . ل+ ال+ مزيد : ل+ نتعرف على 3 من أهم أنواع ال+ ديسك و+ اعراض +ها تعرف إلى طرق علاج ال+ ديسك أو ال+ انزلاق ال+ غضروفي,أمراض العضلات والعظام و المفاصل
